goos: linux
goarch: amd64
pkg: github.com/fredbi/core/json/benchmarks/lexers
cpu: AMD Ryzen 7 5800X 8-Core Processor             
BenchmarkLexers/strings_plain/default-lexer/bytes-16         	    4417	    283447 ns/op	 924.88 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/strings_unicode/push-proto-pull/bytes-16              	    1191	    905537 ns/op	 289.50 MB/s	     304 B/op	       8 allocs/op
BenchmarkLexers/strings_unicode/push-proto-pull/bytes-16              	    1166	    884361 ns/op	 296.43 MB/s	     304 B/op	       8 allocs/op
BenchmarkLexers/strings_unicode/push-proto-pull/bytes-16              	    1369	    884602 ns/op	 296.35 MB/s	     304 B/op	       8 allocs/op
BenchmarkLexers/strings_unicode/push-proto-pull/bytes-16              	    1179	    871567 ns/op	 300.78 MB/s	     304 B/op	       8 allocs/op
BenchmarkLexers/strings_unicode/push-proto-pull/bytes-16              	    1166	    890643 ns/op	 294.34 MB/s	     304 B/op	       8 allocs/op
BenchmarkLexers/strings_unicode/push-proto-pull/bytes-16              	    1154	    886097 ns/op	 295.85 MB/s	     304 B/op	       8 allocs/op
BenchmarkLexers/strings_unicode/push-proto-pull/bytes-16              	    1268	    873372 ns/op	 300.16 MB/s	     304 B/op	       8 allocs/op
BenchmarkLexers/strings_unicode/push-proto-pull/bytes-16              	    1189	    903151 ns/op	 290.26 MB/s	     304 B/op	       8 allocs/op
BenchmarkLexers/strings_unicode/push-proto-pull/bytes-16              	    1164	    894880 ns/op	 292.95 MB/s	     304 B/op	       8 allocs/op
BenchmarkLexers/strings_unicode/push-proto-pull/bytes-16              	    1162	    889953 ns/op	 294.57 MB/s	     304 B/op	       8 allocs/op
BenchmarkLexers/strings_uescaped/default-lexer/bytes-16               	    3902	    299411 ns/op	 875.57 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/strings_uescaped/default-lexer/bytes-16               	    3970	    301835 ns/op	 868.54 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/strings_uescaped/default-lexer/bytes-16               	    4014	    295664 ns/op	 886.67 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/strings_uescaped/default-lexer/bytes-16               	    3853	    299168 ns/op	 876.28 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/strings_uescaped/default-lexer/bytes-16               	    3583	    302559 ns/op	 866.46 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/strings_uescaped/default-lexer/bytes-16               	    3996	    301563 ns/op	 869.32 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/strings_uescaped/default-lexer/bytes-16               	    3961	    298023 ns/op	 879.65 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/strings_uescaped/default-lexer/bytes-16               	    4011	    298407 ns/op	 878.52 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/strings_uescaped/default-lexer/bytes-16               	    3970	    294978 ns/op	 888.73 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/strings_uescaped/default-lexer/bytes-16               	    4066	    299799 ns/op	 874.44 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/strings_uescaped/default-lexer/pooled-16              	    4060	    295521 ns/op	 887.10 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/strings_uescaped/default-lexer/pooled-16              	    3901	    298553 ns/op	 878.09 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/strings_uescaped/default-lexer/pooled-16              	    4142	    304685 ns/op	 860.42 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/strings_uescaped/default-lexer/pooled-16              	    3949	    298566 ns/op	 878.05 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/strings_uescaped/default-lexer/pooled-16              	    3942	    308204 ns/op	 850.59 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/strings_uescaped/default-lexer/pooled-16              	    4065	    303041 ns/op	 865.09 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/strings_uescaped/default-lexer/pooled-16              	    4006	    303225 ns/op	 864.56 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/strings_uescaped/default-lexer/pooled-16              	    3992	    306517 ns/op	 855.27 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/strings_uescaped/default-lexer/pooled-16              	    3954	    301821 ns/op	 868.58 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/strings_uescaped/default-lexer/pooled-16              	    4126	    295995 ns/op	 885.68 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/strings_uescaped/lab/bytes-16                         	    3906	    305177 ns/op	 859.03 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/strings_uescaped/lab/bytes-16                         	    4065	    300885 ns/op	 871.28 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/strings_uescaped/lab/bytes-16                         	    4024	    302672 ns/op	 866.14 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/strings_uescaped/lab/bytes-16                         	    3972	    298783 ns/op	 877.41 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/strings_uescaped/lab/bytes-16                         	    3898	    301193 ns/op	 870.39 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/strings_uescaped/lab/bytes-16                         	    4044	    300369 ns/op	 872.78 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/strings_uescaped/lab/bytes-16                         	    4118	    296628 ns/op	 883.79 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/strings_uescaped/lab/bytes-16                         	    4022	    299676 ns/op	 874.80 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/strings_uescaped/lab/bytes-16                         	    3836	    305570 ns/op	 857.92 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/strings_uescaped/lab/bytes-16                         	    4101	    300111 ns/op	 873.53 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/strings_uescaped/stdlib/bytes-16                      	     163	   8848050 ns/op	  29.63 MB/s	 2027360 B/op	   96430 allocs/op
BenchmarkLexers/strings_uescaped/stdlib/bytes-16                      	     147	   8444501 ns/op	  31.04 MB/s	 2027361 B/op	   96430 allocs/op
BenchmarkLexers/strings_uescaped/stdlib/bytes-16                      	     154	   7890232 ns/op	  33.23 MB/s	 2027361 B/op	   96430 allocs/op
BenchmarkLexers/strings_uescaped/stdlib/bytes-16                      	     152	   8453709 ns/op	  31.01 MB/s	 2027360 B/op	   96430 allocs/op
BenchmarkLexers/strings_uescaped/stdlib/bytes-16                      	     136	   7698327 ns/op	  34.05 MB/s	 2027360 B/op	   96430 allocs/op
BenchmarkLexers/strings_uescaped/stdlib/bytes-16                      	     144	   8296828 ns/op	  31.60 MB/s	 2027362 B/op	   96430 allocs/op
BenchmarkLexers/strings_uescaped/stdlib/bytes-16                      	     152	   8865675 ns/op	  29.57 MB/s	 2027361 B/op	   96430 allocs/op
BenchmarkLexers/strings_uescaped/stdlib/bytes-16                      	     142	   8233686 ns/op	  31.84 MB/s	 2027361 B/op	   96430 allocs/op
BenchmarkLexers/strings_uescaped/stdlib/bytes-16                      	     138	   7852993 ns/op	  33.38 MB/s	 2027362 B/op	   96430 allocs/op
BenchmarkLexers/strings_uescaped/stdlib/bytes-16                      	     138	   7364687 ns/op	  35.60 MB/s	 2027361 B/op	   96430 allocs/op
BenchmarkLexers/strings_uescaped/default-lexer/tokens-16              	    4468	    268731 ns/op	 975.53 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/strings_uescaped/default-lexer/tokens-16              	    3986	    270776 ns/op	 968.16 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/strings_uescaped/default-lexer/tokens-16              	    4539	    258738 ns/op	1013.21 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/strings_uescaped/default-lexer/tokens-16              	    4333	    254279 ns/op	1030.98 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/strings_uescaped/default-lexer/tokens-16              	    4842	    265236 ns/op	 988.39 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/strings_uescaped/default-lexer/tokens-16              	    4886	    267988 ns/op	 978.24 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/strings_uescaped/default-lexer/tokens-16              	    4581	    261226 ns/op	1003.56 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/strings_uescaped/default-lexer/tokens-16              	    4856	    267958 ns/op	 978.35 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/strings_uescaped/default-lexer/tokens-16              	    4550	    271393 ns/op	 965.96 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/strings_uescaped/default-lexer/tokens-16              	    4648	    256001 ns/op	1024.04 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/strings_uescaped/lab/tokens-16                        	    4147	    258048 ns/op	1015.92 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/strings_uescaped/lab/tokens-16                        	    4455	    268758 ns/op	 975.44 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/strings_uescaped/lab/tokens-16                        	    4766	    261569 ns/op	1002.24 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/strings_uescaped/lab/tokens-16                        	    4689	    253234 ns/op	1035.23 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/strings_uescaped/lab/tokens-16                        	    4804	    270602 ns/op	 968.79 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/strings_uescaped/lab/tokens-16                        	    4614	    266851 ns/op	 982.41 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/strings_uescaped/lab/tokens-16                        	    4521	    257501 ns/op	1018.08 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/strings_uescaped/lab/tokens-16                        	    4814	    267754 ns/op	 979.09 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/strings_uescaped/lab/tokens-16                        	    4650	    262168 ns/op	 999.96 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/strings_uescaped/lab/tokens-16                        	    3810	    263430 ns/op	 995.16 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/strings_uescaped/lab/verbatim-tokens-16               	    1551	    782039 ns/op	 335.22 MB/s	     336 B/op	       3 allocs/op
BenchmarkLexers/strings_uescaped/lab/verbatim-tokens-16               	    1558	    771052 ns/op	 340.00 MB/s	     336 B/op	       3 allocs/op
BenchmarkLexers/strings_uescaped/lab/verbatim-tokens-16               	    1546	    786413 ns/op	 333.36 MB/s	     336 B/op	       3 allocs/op
BenchmarkLexers/strings_uescaped/lab/verbatim-tokens-16               	    1299	    781356 ns/op	 335.51 MB/s	     336 B/op	       3 allocs/op
BenchmarkLexers/strings_uescaped/lab/verbatim-tokens-16               	    1545	    781089 ns/op	 335.63 MB/s	     336 B/op	       3 allocs/op
BenchmarkLexers/strings_uescaped/lab/verbatim-tokens-16               	    1554	    773012 ns/op	 339.14 MB/s	     336 B/op	       3 allocs/op
BenchmarkLexers/strings_uescaped/lab/verbatim-tokens-16               	    1276	    807952 ns/op	 324.47 MB/s	     336 B/op	       3 allocs/op
BenchmarkLexers/strings_uescaped/lab/verbatim-tokens-16               	    1276	    793881 ns/op	 330.22 MB/s	     336 B/op	       3 allocs/op
BenchmarkLexers/strings_uescaped/lab/verbatim-tokens-16               	    1281	    784022 ns/op	 334.37 MB/s	     336 B/op	       3 allocs/op
BenchmarkLexers/strings_uescaped/lab/verbatim-tokens-16               	    1306	    770410 ns/op	 340.28 MB/s	     336 B/op	       3 allocs/op
BenchmarkLexers/strings_uescaped/default-lexer/reset-16               	    3937	    299192 ns/op	 876.21 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/strings_uescaped/default-lexer/reset-16               	    4034	    301831 ns/op	 868.55 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/strings_uescaped/default-lexer/reset-16               	    3878	    307201 ns/op	 853.37 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/strings_uescaped/default-lexer/reset-16               	    4132	    294989 ns/op	 888.70 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/strings_uescaped/default-lexer/reset-16               	    4094	    298936 ns/op	 876.96 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/strings_uescaped/default-lexer/reset-16               	    4070	    302288 ns/op	 867.24 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/strings_uescaped/default-lexer/reset-16               	    4005	    307972 ns/op	 851.23 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/strings_uescaped/default-lexer/reset-16               	    3998	    302576 ns/op	 866.41 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/strings_uescaped/default-lexer/reset-16               	    4012	    301231 ns/op	 870.28 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/strings_uescaped/default-lexer/reset-16               	    3927	    301346 ns/op	 869.95 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/strings_uescaped/default-lexer/verbatim-16            	    1140	   1042153 ns/op	 251.55 MB/s	     336 B/op	       3 allocs/op
BenchmarkLexers/strings_uescaped/default-lexer/verbatim-16            	    1174	   1050587 ns/op	 249.53 MB/s	     336 B/op	       3 allocs/op
BenchmarkLexers/strings_uescaped/default-lexer/verbatim-16            	    1004	   1051526 ns/op	 249.31 MB/s	     336 B/op	       3 allocs/op
BenchmarkLexers/strings_uescaped/default-lexer/verbatim-16            	     993	   1041162 ns/op	 251.79 MB/s	     336 B/op	       3 allocs/op
BenchmarkLexers/strings_uescaped/default-lexer/verbatim-16            	    1006	   1045236 ns/op	 250.81 MB/s	     336 B/op	       3 allocs/op
BenchmarkLexers/strings_uescaped/default-lexer/verbatim-16            	     982	   1029695 ns/op	 254.60 MB/s	     336 B/op	       3 allocs/op
BenchmarkLexers/strings_uescaped/default-lexer/verbatim-16            	     996	   1062929 ns/op	 246.64 MB/s	     336 B/op	       3 allocs/op
BenchmarkLexers/strings_uescaped/default-lexer/verbatim-16            	    1052	   1050166 ns/op	 249.63 MB/s	     336 B/op	       3 allocs/op
BenchmarkLexers/strings_uescaped/default-lexer/verbatim-16            	    1054	   1058097 ns/op	 247.76 MB/s	     336 B/op	       3 allocs/op
BenchmarkLexers/strings_uescaped/default-lexer/verbatim-16            	    1006	   1052583 ns/op	 249.06 MB/s	     336 B/op	       3 allocs/op
BenchmarkLexers/strings_uescaped/default-lexer/verbatim-reset-16      	    1026	   1047785 ns/op	 250.20 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/strings_uescaped/default-lexer/verbatim-reset-16      	    1090	   1027340 ns/op	 255.18 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/strings_uescaped/default-lexer/verbatim-reset-16      	    1047	   1020697 ns/op	 256.84 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/strings_uescaped/default-lexer/verbatim-reset-16      	    1018	   1020368 ns/op	 256.92 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/strings_uescaped/default-lexer/verbatim-reset-16      	    1138	   1009264 ns/op	 259.75 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/strings_uescaped/default-lexer/verbatim-reset-16      	    1131	   1010898 ns/op	 259.33 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/strings_uescaped/default-lexer/verbatim-reset-16      	    1143	   1037260 ns/op	 252.74 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/strings_uescaped/default-lexer/verbatim-reset-16      	    1024	   1008468 ns/op	 259.95 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/strings_uescaped/default-lexer/verbatim-reset-16      	    1014	   1023054 ns/op	 256.25 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/strings_uescaped/default-lexer/verbatim-reset-16      	     988	   1013451 ns/op	 258.68 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/strings_uescaped/easyjson/bytes-16                    	    2422	    729863 ns/op	 359.19 MB/s	  289272 B/op	   12053 allocs/op
BenchmarkLexers/strings_uescaped/easyjson/bytes-16                    	    1645	    721237 ns/op	 363.48 MB/s	  289272 B/op	   12053 allocs/op
BenchmarkLexers/strings_uescaped/easyjson/bytes-16                    	    1537	    742449 ns/op	 353.10 MB/s	  289272 B/op	   12053 allocs/op
BenchmarkLexers/strings_uescaped/easyjson/bytes-16                    	    2066	    753798 ns/op	 347.78 MB/s	  289272 B/op	   12053 allocs/op
BenchmarkLexers/strings_uescaped/easyjson/bytes-16                    	    1556	    732581 ns/op	 357.85 MB/s	  289272 B/op	   12053 allocs/op
BenchmarkLexers/strings_uescaped/easyjson/bytes-16                    	    1663	    758720 ns/op	 345.52 MB/s	  289272 B/op	   12053 allocs/op
BenchmarkLexers/strings_uescaped/easyjson/bytes-16                    	    1406	    770774 ns/op	 340.12 MB/s	  289272 B/op	   12053 allocs/op
BenchmarkLexers/strings_uescaped/easyjson/bytes-16                    	    1878	    604831 ns/op	 433.44 MB/s	  289272 B/op	   12053 allocs/op
BenchmarkLexers/strings_uescaped/easyjson/bytes-16                    	    1444	    732520 ns/op	 357.88 MB/s	  289272 B/op	   12053 allocs/op
BenchmarkLexers/strings_uescaped/easyjson/bytes-16                    	    1407	    738390 ns/op	 355.04 MB/s	  289272 B/op	   12053 allocs/op
BenchmarkLexers/strings_uescaped/easyjson-f64/bytes-16                	    1480	    758028 ns/op	 345.84 MB/s	  289272 B/op	   12053 allocs/op
BenchmarkLexers/strings_uescaped/easyjson-f64/bytes-16                	    1483	    726794 ns/op	 360.70 MB/s	  289272 B/op	   12053 allocs/op
BenchmarkLexers/strings_uescaped/easyjson-f64/bytes-16                	    1389	    748215 ns/op	 350.38 MB/s	  289272 B/op	   12053 allocs/op
BenchmarkLexers/strings_uescaped/easyjson-f64/bytes-16                	    1465	    717723 ns/op	 365.26 MB/s	  289272 B/op	   12053 allocs/op
BenchmarkLexers/strings_uescaped/easyjson-f64/bytes-16                	    1796	    743799 ns/op	 352.46 MB/s	  289272 B/op	   12053 allocs/op
BenchmarkLexers/strings_uescaped/easyjson-f64/bytes-16                	    1477	    779881 ns/op	 336.15 MB/s	  289272 B/op	   12053 allocs/op
BenchmarkLexers/strings_uescaped/easyjson-f64/bytes-16                	    1508	    737836 ns/op	 355.30 MB/s	  289272 B/op	   12053 allocs/op
BenchmarkLexers/strings_uescaped/easyjson-f64/bytes-16                	    1855	    683481 ns/op	 383.56 MB/s	  289272 B/op	   12053 allocs/op
BenchmarkLexers/strings_uescaped/easyjson-f64/bytes-16                	    1734	    715605 ns/op	 366.34 MB/s	  289272 B/op	   12053 allocs/op
BenchmarkLexers/strings_uescaped/easyjson-f64/bytes-16                	    1645	    705162 ns/op	 371.77 MB/s	  289272 B/op	   12053 allocs/op
BenchmarkLexers/strings_uescaped/jsontext/bytes-16                    	    2367	    431634 ns/op	 607.36 MB/s	     376 B/op	       3 allocs/op
BenchmarkLexers/strings_uescaped/jsontext/bytes-16                    	    2787	    432554 ns/op	 606.07 MB/s	     376 B/op	       3 allocs/op
BenchmarkLexers/strings_uescaped/jsontext/bytes-16                    	    2812	    430848 ns/op	 608.47 MB/s	     376 B/op	       3 allocs/op
BenchmarkLexers/strings_uescaped/jsontext/bytes-16                    	    2612	    431947 ns/op	 606.92 MB/s	     376 B/op	       3 allocs/op
BenchmarkLexers/strings_uescaped/jsontext/bytes-16                    	    2787	    435637 ns/op	 601.78 MB/s	     376 B/op	       3 allocs/op
BenchmarkLexers/strings_uescaped/jsontext/bytes-16                    	    2515	    439118 ns/op	 597.01 MB/s	     376 B/op	       3 allocs/op
BenchmarkLexers/strings_uescaped/jsontext/bytes-16                    	    2821	    434287 ns/op	 603.65 MB/s	     376 B/op	       3 allocs/op
BenchmarkLexers/strings_uescaped/jsontext/bytes-16                    	    2820	    430807 ns/op	 608.52 MB/s	     376 B/op	       3 allocs/op
BenchmarkLexers/strings_uescaped/jsontext/bytes-16                    	    2353	    427758 ns/op	 612.86 MB/s	     376 B/op	       3 allocs/op
BenchmarkLexers/strings_uescaped/jsontext/bytes-16                    	    2778	    431223 ns/op	 607.94 MB/s	     376 B/op	       3 allocs/op
BenchmarkLexers/strings_uescaped/push-proto/bytes-16                  	    4695	    255894 ns/op	1024.47 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/strings_uescaped/push-proto/bytes-16                  	    4671	    256077 ns/op	1023.74 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/strings_uescaped/push-proto/bytes-16                  	    4790	    256862 ns/op	1020.61 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/strings_uescaped/push-proto/bytes-16                  	    4789	    253360 ns/op	1034.72 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/strings_uescaped/push-proto/bytes-16                  	    4747	    252954 ns/op	1036.38 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/strings_uescaped/push-proto/bytes-16                  	    4750	    260621 ns/op	1005.89 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/strings_uescaped/push-proto/bytes-16                  	    4645	    256549 ns/op	1021.86 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/strings_uescaped/push-proto/bytes-16                  	    4723	    260908 ns/op	1004.78 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/strings_uescaped/push-proto/bytes-16                  	    4592	    255589 ns/op	1025.69 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/strings_uescaped/push-proto/bytes-16                  	    4504	    255969 ns/op	1024.17 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/strings_uescaped/push-proto-pull/bytes-16             	    1315	    897140 ns/op	 292.21 MB/s	     304 B/op	       8 allocs/op
BenchmarkLexers/strings_uescaped/push-proto-pull/bytes-16             	    1328	    891313 ns/op	 294.12 MB/s	     304 B/op	       8 allocs/op
BenchmarkLexers/strings_uescaped/push-proto-pull/bytes-16             	    1318	    915554 ns/op	 286.34 MB/s	     304 B/op	       8 allocs/op
BenchmarkLexers/strings_uescaped/push-proto-pull/bytes-16             	    1141	    891088 ns/op	 294.20 MB/s	     304 B/op	       8 allocs/op
BenchmarkLexers/strings_uescaped/push-proto-pull/bytes-16             	    1303	    892750 ns/op	 293.65 MB/s	     304 B/op	       8 allocs/op
BenchmarkLexers/strings_uescaped/push-proto-pull/bytes-16             	    1197	    915053 ns/op	 286.49 MB/s	     304 B/op	       8 allocs/op
BenchmarkLexers/strings_uescaped/push-proto-pull/bytes-16             	    1148	    913868 ns/op	 286.86 MB/s	     304 B/op	       8 allocs/op
BenchmarkLexers/strings_uescaped/push-proto-pull/bytes-16             	    1152	    932055 ns/op	 281.27 MB/s	     304 B/op	       8 allocs/op
BenchmarkLexers/strings_uescaped/push-proto-pull/bytes-16             	    1155	    904011 ns/op	 289.99 MB/s	     304 B/op	       8 allocs/op
BenchmarkLexers/strings_uescaped/push-proto-pull/bytes-16             	    1257	    888660 ns/op	 295.00 MB/s	     304 B/op	       8 allocs/op
PASS
ok  	github.com/fredbi/core/json/benchmarks/lexers	1202.193s
