# Micro-benchmark baseline — go1.26.4, Ryzen 7 5800X, count=10
# reference (master 1ac8025 default-lexer) vs lab, bytes/tokens/reset
# captured 2026-06-27T11:42:48Z

goos: linux
goarch: amd64
pkg: github.com/fredbi/core/json/benchmarks/lexers
cpu: AMD Ryzen 7 5800X 8-Core Processor             
BenchmarkMicro/ints_pos/reference/bytes-16         	    2092	    533187 ns/op	 491.67 MB/s	     328 B/op	       2 allocs/op
BenchmarkMicro/bools/lab/tokens-16                             	    1130	    945273 ns/op	 277.32 MB/s	     328 B/op	       2 allocs/op
BenchmarkMicro/bools/lab/tokens-16                             	    1270	    943845 ns/op	 277.74 MB/s	     328 B/op	       2 allocs/op
BenchmarkMicro/bools/lab/tokens-16                             	    1106	    942643 ns/op	 278.10 MB/s	     328 B/op	       2 allocs/op
BenchmarkMicro/bools/lab/tokens-16                             	    1274	    925418 ns/op	 283.27 MB/s	     328 B/op	       2 allocs/op
BenchmarkMicro/bools/lab/tokens-16                             	    1118	    933807 ns/op	 280.73 MB/s	     328 B/op	       2 allocs/op
BenchmarkMicro/bools/lab/tokens-16                             	    1316	    940445 ns/op	 278.75 MB/s	     328 B/op	       2 allocs/op
BenchmarkMicro/bools/lab/tokens-16                             	    1138	    945925 ns/op	 277.13 MB/s	     328 B/op	       2 allocs/op
BenchmarkMicro/bools/reference/reset-16                        	     946	   1131132 ns/op	 231.76 MB/s	       0 B/op	       0 allocs/op
BenchmarkMicro/bools/reference/reset-16                        	    1058	   1132881 ns/op	 231.40 MB/s	       0 B/op	       0 allocs/op
BenchmarkMicro/bools/reference/reset-16                        	     961	   1131647 ns/op	 231.65 MB/s	       0 B/op	       0 allocs/op
BenchmarkMicro/bools/reference/reset-16                        	    1093	   1136160 ns/op	 230.73 MB/s	       0 B/op	       0 allocs/op
BenchmarkMicro/bools/reference/reset-16                        	    1050	   1152506 ns/op	 227.46 MB/s	       0 B/op	       0 allocs/op
BenchmarkMicro/bools/reference/reset-16                        	    1072	   1136819 ns/op	 230.60 MB/s	       0 B/op	       0 allocs/op
BenchmarkMicro/bools/reference/reset-16                        	     958	   1125314 ns/op	 232.95 MB/s	       0 B/op	       0 allocs/op
BenchmarkMicro/bools/reference/reset-16                        	     976	   1111655 ns/op	 235.82 MB/s	       0 B/op	       0 allocs/op
BenchmarkMicro/bools/reference/reset-16                        	    1088	   1126111 ns/op	 232.79 MB/s	       0 B/op	       0 allocs/op
BenchmarkMicro/bools/reference/reset-16                        	    1090	   1156936 ns/op	 226.59 MB/s	       0 B/op	       0 allocs/op
BenchmarkMicro/bools/lab/reset-16                              	    1086	   1120387 ns/op	 233.98 MB/s	       0 B/op	       0 allocs/op
BenchmarkMicro/bools/lab/reset-16                              	    1078	   1116619 ns/op	 234.77 MB/s	       0 B/op	       0 allocs/op
BenchmarkMicro/bools/lab/reset-16                              	    1072	   1110964 ns/op	 235.96 MB/s	       0 B/op	       0 allocs/op
BenchmarkMicro/bools/lab/reset-16                              	    1099	   1109032 ns/op	 236.37 MB/s	       0 B/op	       0 allocs/op
BenchmarkMicro/bools/lab/reset-16                              	     964	   1117736 ns/op	 234.53 MB/s	       0 B/op	       0 allocs/op
BenchmarkMicro/bools/lab/reset-16                              	     955	   1122120 ns/op	 233.62 MB/s	       0 B/op	       0 allocs/op
BenchmarkMicro/bools/lab/reset-16                              	     991	   1110053 ns/op	 236.16 MB/s	       0 B/op	       0 allocs/op
BenchmarkMicro/bools/lab/reset-16                              	     988	   1127254 ns/op	 232.55 MB/s	       0 B/op	       0 allocs/op
BenchmarkMicro/bools/lab/reset-16                              	     936	   1126016 ns/op	 232.81 MB/s	       0 B/op	       0 allocs/op
BenchmarkMicro/bools/lab/reset-16                              	     964	   1104768 ns/op	 237.29 MB/s	       0 B/op	       0 allocs/op
BenchmarkMicro/separators/reference/bytes-16                   	     526	   2262969 ns/op	 115.84 MB/s	     328 B/op	       2 allocs/op
BenchmarkMicro/separators/reference/bytes-16                   	     504	   2235997 ns/op	 117.24 MB/s	     328 B/op	       2 allocs/op
BenchmarkMicro/separators/reference/bytes-16                   	     507	   2283305 ns/op	 114.81 MB/s	     328 B/op	       2 allocs/op
BenchmarkMicro/separators/reference/bytes-16                   	     508	   2232136 ns/op	 117.44 MB/s	     328 B/op	       2 allocs/op
BenchmarkMicro/separators/reference/bytes-16                   	     504	   2254091 ns/op	 116.30 MB/s	     328 B/op	       2 allocs/op
BenchmarkMicro/separators/reference/bytes-16                   	     506	   2278227 ns/op	 115.07 MB/s	     328 B/op	       2 allocs/op
BenchmarkMicro/separators/reference/bytes-16                   	     508	   2288536 ns/op	 114.55 MB/s	     328 B/op	       2 allocs/op
BenchmarkMicro/separators/reference/bytes-16                   	     547	   2281054 ns/op	 114.92 MB/s	     328 B/op	       2 allocs/op
BenchmarkMicro/separators/reference/bytes-16                   	     534	   2273754 ns/op	 115.29 MB/s	     328 B/op	       2 allocs/op
BenchmarkMicro/separators/reference/bytes-16                   	     508	   2277159 ns/op	 115.12 MB/s	     328 B/op	       2 allocs/op
BenchmarkMicro/separators/lab/bytes-16                         	     540	   2268714 ns/op	 115.55 MB/s	     328 B/op	       2 allocs/op
BenchmarkMicro/separators/lab/bytes-16                         	     502	   2313380 ns/op	 113.32 MB/s	     328 B/op	       2 allocs/op
BenchmarkMicro/separators/lab/bytes-16                         	     504	   2279804 ns/op	 114.99 MB/s	     328 B/op	       2 allocs/op
BenchmarkMicro/separators/lab/bytes-16                         	     502	   2318224 ns/op	 113.08 MB/s	     328 B/op	       2 allocs/op
BenchmarkMicro/separators/lab/bytes-16                         	     541	   2250592 ns/op	 116.48 MB/s	     328 B/op	       2 allocs/op
BenchmarkMicro/separators/lab/bytes-16                         	     499	   2298641 ns/op	 114.04 MB/s	     328 B/op	       2 allocs/op
BenchmarkMicro/separators/lab/bytes-16                         	     493	   2282229 ns/op	 114.86 MB/s	     328 B/op	       2 allocs/op
BenchmarkMicro/separators/lab/bytes-16                         	     504	   2301655 ns/op	 113.90 MB/s	     328 B/op	       2 allocs/op
BenchmarkMicro/separators/lab/bytes-16                         	     500	   2272894 ns/op	 115.34 MB/s	     328 B/op	       2 allocs/op
BenchmarkMicro/separators/lab/bytes-16                         	     525	   2272408 ns/op	 115.36 MB/s	     328 B/op	       2 allocs/op
BenchmarkMicro/separators/reference/tokens-16                  	     673	   1665478 ns/op	 157.40 MB/s	     328 B/op	       2 allocs/op
BenchmarkMicro/separators/reference/tokens-16                  	     727	   1649111 ns/op	 158.96 MB/s	     328 B/op	       2 allocs/op
BenchmarkMicro/separators/reference/tokens-16                  	     694	   1671185 ns/op	 156.86 MB/s	     328 B/op	       2 allocs/op
BenchmarkMicro/separators/reference/tokens-16                  	     682	   1666224 ns/op	 157.33 MB/s	     328 B/op	       2 allocs/op
BenchmarkMicro/separators/reference/tokens-16                  	     672	   1685756 ns/op	 155.51 MB/s	     328 B/op	       2 allocs/op
BenchmarkMicro/separators/reference/tokens-16                  	     678	   1650751 ns/op	 158.80 MB/s	     328 B/op	       2 allocs/op
BenchmarkMicro/separators/reference/tokens-16                  	     675	   1644467 ns/op	 159.41 MB/s	     328 B/op	       2 allocs/op
BenchmarkMicro/separators/reference/tokens-16                  	     676	   1652362 ns/op	 158.65 MB/s	     328 B/op	       2 allocs/op
BenchmarkMicro/separators/reference/tokens-16                  	     672	   1666634 ns/op	 157.29 MB/s	     328 B/op	       2 allocs/op
BenchmarkMicro/separators/reference/tokens-16                  	     680	   1648368 ns/op	 159.03 MB/s	     328 B/op	       2 allocs/op
BenchmarkMicro/separators/lab/tokens-16                        	     681	   1635292 ns/op	 160.31 MB/s	     328 B/op	       2 allocs/op
BenchmarkMicro/separators/lab/tokens-16                        	     680	   1630565 ns/op	 160.77 MB/s	     328 B/op	       2 allocs/op
BenchmarkMicro/separators/lab/tokens-16                        	     674	   1648890 ns/op	 158.98 MB/s	     328 B/op	       2 allocs/op
BenchmarkMicro/separators/lab/tokens-16                        	     638	   1645452 ns/op	 159.32 MB/s	     328 B/op	       2 allocs/op
BenchmarkMicro/separators/lab/tokens-16                        	     658	   1646958 ns/op	 159.17 MB/s	     328 B/op	       2 allocs/op
BenchmarkMicro/separators/lab/tokens-16                        	     687	   1659420 ns/op	 157.98 MB/s	     328 B/op	       2 allocs/op
BenchmarkMicro/separators/lab/tokens-16                        	     678	   1623235 ns/op	 161.50 MB/s	     328 B/op	       2 allocs/op
BenchmarkMicro/separators/lab/tokens-16                        	     691	   1643675 ns/op	 159.49 MB/s	     328 B/op	       2 allocs/op
BenchmarkMicro/separators/lab/tokens-16                        	     687	   1642913 ns/op	 159.56 MB/s	     328 B/op	       2 allocs/op
BenchmarkMicro/separators/lab/tokens-16                        	     679	   1627231 ns/op	 161.10 MB/s	     328 B/op	       2 allocs/op
BenchmarkMicro/separators/reference/reset-16                   	     512	   2241494 ns/op	 116.95 MB/s	       0 B/op	       0 allocs/op
BenchmarkMicro/separators/reference/reset-16                   	     530	   2295156 ns/op	 114.22 MB/s	       0 B/op	       0 allocs/op
BenchmarkMicro/separators/reference/reset-16                   	     536	   2246551 ns/op	 116.69 MB/s	       0 B/op	       0 allocs/op
BenchmarkMicro/separators/reference/reset-16                   	     510	   2244887 ns/op	 116.78 MB/s	       0 B/op	       0 allocs/op
BenchmarkMicro/separators/reference/reset-16                   	     498	   2307189 ns/op	 113.62 MB/s	       0 B/op	       0 allocs/op
BenchmarkMicro/separators/reference/reset-16                   	     540	   2250714 ns/op	 116.47 MB/s	       0 B/op	       0 allocs/op
BenchmarkMicro/separators/reference/reset-16                   	     505	   2318677 ns/op	 113.06 MB/s	       0 B/op	       0 allocs/op
BenchmarkMicro/separators/reference/reset-16                   	     538	   2280764 ns/op	 114.94 MB/s	       0 B/op	       0 allocs/op
BenchmarkMicro/separators/reference/reset-16                   	     498	   2311062 ns/op	 113.43 MB/s	       0 B/op	       0 allocs/op
BenchmarkMicro/separators/reference/reset-16                   	     517	   2232661 ns/op	 117.41 MB/s	       0 B/op	       0 allocs/op
BenchmarkMicro/separators/lab/reset-16                         	     524	   2267172 ns/op	 115.63 MB/s	       0 B/op	       0 allocs/op
BenchmarkMicro/separators/lab/reset-16                         	     531	   2262888 ns/op	 115.85 MB/s	       0 B/op	       0 allocs/op
BenchmarkMicro/separators/lab/reset-16                         	     523	   2279853 ns/op	 114.98 MB/s	       0 B/op	       0 allocs/op
BenchmarkMicro/separators/lab/reset-16                         	     535	   2342777 ns/op	 111.90 MB/s	       0 B/op	       0 allocs/op
BenchmarkMicro/separators/lab/reset-16                         	     504	   2323552 ns/op	 112.82 MB/s	       0 B/op	       0 allocs/op
BenchmarkMicro/separators/lab/reset-16                         	     502	   2261598 ns/op	 115.91 MB/s	       0 B/op	       0 allocs/op
BenchmarkMicro/separators/lab/reset-16                         	     505	   2249473 ns/op	 116.54 MB/s	       0 B/op	       0 allocs/op
BenchmarkMicro/separators/lab/reset-16                         	     506	   2281587 ns/op	 114.90 MB/s	       0 B/op	       0 allocs/op
BenchmarkMicro/separators/lab/reset-16                         	     525	   2286215 ns/op	 114.66 MB/s	       0 B/op	       0 allocs/op
BenchmarkMicro/separators/lab/reset-16                         	     502	   2290621 ns/op	 114.44 MB/s	       0 B/op	       0 allocs/op
PASS
ok  	github.com/fredbi/core/json/benchmarks/lexers	1152.183s
